index,actual_time,previous_time,weekday,hour,minute,second,day,month,year
33795,30.0,20.0,4,2,51,9,15,9,2017
33823,40.0,30.0,4,3,51,10,15,9,2017
33843,40.0,40.0,4,4,31,10,15,9,2017
33905,20.0,40.0,4,6,41,11,15,9,2017
33913,-1.0,20.0,4,7,1,11,15,9,2017
33925,10.0,-1.0,4,7,31,11,15,9,2017
33942,5.0,10.0,4,8,21,11,15,9,2017
33948,10.0,5.0,4,9,1,12,15,9,2017
33998,30.0,10.0,4,11,21,13,15,9,2017
33999,40.0,30.0,4,11,41,13,15,9,2017
34026,-1.0,40.0,4,12,41,14,15,9,2017
34094,45.0,-1.0,4,14,41,15,15,9,2017
34121,45.0,45.0,4,15,41,15,15,9,2017
34171,35.0,45.0,4,17,11,16,15,9,2017
34178,40.0,35.0,4,17,21,16,15,9,2017
34250,25.0,40.0,4,19,31,17,15,9,2017
34258,35.0,25.0,4,20,1,17,15,9,2017
34290,15.0,35.0,4,21,1,18,15,9,2017
34307,15.0,15.0,4,21,31,18,15,9,2017
34368,10.0,15.0,4,23,11,19,15,9,2017
34389,10.0,10.0,5,0,1,19,16,9,2017
34410,15.0,10.0,5,0,51,19,16,9,2017
34440,10.0,15.0,5,1,51,20,16,9,2017
34469,10.0,10.0,5,2,41,20,16,9,2017
34526,10.0,10.0,5,4,31,21,16,9,2017
34527,10.0,10.0,5,4,41,21,16,9,2017
34595,20.0,10.0,5,7,1,23,16,9,2017
34627,-1.0,20.0,5,9,1,24,16,9,2017
34688,15.0,-1.0,5,12,21,25,16,9,2017
34698,20.0,15.0,5,13,1,26,16,9,2017
34775,20.0,20.0,5,15,31,27,16,9,2017
34903,35.0,20.0,5,19,51,29,16,9,2017
34933,40.0,35.0,5,20,41,30,16,9,2017
34998,15.0,40.0,5,22,51,31,16,9,2017
35028,10.0,15.0,5,23,41,31,16,9,2017
35069,10.0,10.0,6,1,1,32,17,9,2017
35124,15.0,10.0,6,2,41,32,17,9,2017
35129,15.0,15.0,6,3,1,33,17,9,2017
35183,15.0,15.0,6,4,31,34,17,9,2017
35236,25.0,15.0,6,6,1,34,17,9,2017
35254,-1.0,25.0,6,7,1,35,17,9,2017
35264,25.0,-1.0,6,7,11,35,17,9,2017
35284,20.0,25.0,6,8,11,36,17,9,2017
35309,10.0,20.0,6,10,1,36,17,9,2017
35342,10.0,10.0,6,11,31,37,17,9,2017
35363,5.0,10.0,6,12,21,37,17,9,2017
35430,20.0,5.0,6,14,51,39,17,9,2017
35461,25.0,20.0,6,15,21,39,17,9,2017
35525,40.0,25.0,6,17,31,40,17,9,2017
35558,45.0,40.0,6,18,21,40,17,9,2017
35587,50.0,45.0,6,19,21,41,17,9,2017
35613,60.0,50.0,6,20,11,41,17,9,2017
35629,70.0,60.0,6,20,51,41,17,9,2017
35650,80.0,70.0,6,21,31,42,17,9,2017
35685,75.0,80.0,6,22,51,42,17,9,2017
35725,75.0,75.0,0,0,1,43,18,9,2017
35750,70.0,75.0,0,0,51,44,18,9,2017
35782,65.0,70.0,0,1,51,44,18,9,2017
35817,60.0,65.0,0,3,1,45,18,9,2017
35862,60.0,60.0,0,4,11,46,18,9,2017
35875,60.0,60.0,0,4,51,46,18,9,2017
35927,50.0,60.0,0,6,21,46,18,9,2017
35941,-1.0,50.0,0,7,1,47,18,9,2017
35954,5.0,-1.0,0,7,41,47,18,9,2017
35956,5.0,5.0,0,7,51,47,18,9,2017
35985,5.0,5.0,0,9,21,47,18,9,2017
36055,30.0,5.0,0,12,31,49,18,9,2017
36066,25.0,30.0,0,13,1,49,18,9,2017
36120,35.0,25.0,0,14,51,50,18,9,2017
36156,20.0,35.0,0,16,1,51,18,9,2017
36255,35.0,20.0,0,19,21,52,18,9,2017
36257,15.0,35.0,0,19,31,52,18,9,2017
36292,40.0,15.0,0,20,51,53,18,9,2017
36390,10.0,40.0,0,23,51,54,18,9,2017
36396,10.0,10.0,1,0,1,55,19,9,2017
36447,10.0,10.0,1,1,41,55,19,9,2017
36504,10.0,10.0,1,3,21,56,19,9,2017
36540,30.0,10.0,3,16,31,55,5,10,2017
36545,35.0,30.0,3,16,50,53,5,10,2017
36577,40.0,35.0,3,17,58,57,5,10,2017
36624,40.0,40.0,3,19,12,8,5,10,2017
36664,40.0,40.0,3,20,22,9,5,10,2017
36729,30.0,40.0,3,23,2,10,5,10,2017
36752,15.0,30.0,3,23,52,11,5,10,2017
36785,5.0,15.0,4,0,52,11,6,10,2017
36864,30.0,5.0,4,3,22,12,6,10,2017
36892,15.0,30.0,4,4,42,13,6,10,2017
36952,5.0,15.0,4,6,32,14,6,10,2017
36961,-1.0,5.0,4,7,2,14,6,10,2017
36967,5.0,-1.0,4,7,12,14,6,10,2017
37031,5.0,5.0,4,11,12,16,6,10,2017
37040,20.0,5.0,4,11,22,16,6,10,2017
37077,40.0,20.0,4,13,2,17,6,10,2017
37164,35.0,40.0,4,15,32,18,6,10,2017
37193,35.0,35.0,4,16,42,19,6,10,2017
37223,40.0,35.0,4,17,22,19,6,10,2017
37254,40.0,40.0,4,18,22,20,6,10,2017
37334,40.0,40.0,4,21,2,21,6,10,2017
37405,15.0,40.0,4,23,12,22,6,10,2017
37415,10.0,15.0,4,23,52,22,6,10,2017
37441,10.0,10.0,5,0,42,23,7,10,2017
37498,15.0,10.0,5,2,12,23,7,10,2017
37508,25.0,15.0,5,2,52,24,7,10,2017
37562,10.0,25.0,5,4,42,25,7,10,2017
37629,-1.0,10.0,5,7,2,26,7,10,2017
37638,10.0,-1.0,5,7,22,26,7,10,2017
37655,10.0,10.0,5,8,32,27,7,10,2017
37672,5.0,10.0,5,9,22,27,7,10,2017
37687,5.0,5.0,5,10,12,27,7,10,2017
37737,20.0,5.0,5,12,52,28,7,10,2017
37786,30.0,20.0,5,14,12,29,7,10,2017
37800,40.0,30.0,5,15,2,29,7,10,2017
37823,40.0,40.0,5,16,2,30,7,10,2017
37851,40.0,40.0,5,17,2,30,7,10,2017
37888,40.0,40.0,5,18,12,34,7,10,2017
37919,40.0,40.0,5,19,12,32,7,10,2017
37955,40.0,40.0,5,20,12,32,7,10,2017
37965,40.0,40.0,5,20,42,32,7,10,2017
38012,45.0,40.0,5,22,12,33,7,10,2017
38048,45.0,45.0,5,23,22,34,7,10,2017
38084,40.0,45.0,6,0,32,34,8,10,2017
38116,20.0,40.0,6,1,32,35,8,10,2017
38164,30.0,20.0,6,3,12,35,8,10,2017
38190,30.0,30.0,6,4,22,36,8,10,2017
38245,15.0,30.0,6,6,12,37,8,10,2017
38258,-1.0,15.0,6,7,2,37,8,10,2017
38283,20.0,-1.0,6,8,22,38,8,10,2017
38319,15.0,20.0,6,11,2,39,8,10,2017
38335,5.0,15.0,6,11,22,40,8,10,2017
38359,5.0,5.0,6,12,22,40,8,10,2017
38372,30.0,5.0,6,13,2,40,8,10,2017
38390,30.0,30.0,6,13,22,40,8,10,2017
38424,20.0,30.0,6,14,52,41,8,10,2017
38454,30.0,20.0,6,15,42,41,8,10,2017
38481,35.0,30.0,6,16,42,42,8,10,2017
38513,40.0,35.0,6,17,42,43,8,10,2017
38539,50.0,40.0,6,18,42,43,8,10,2017
38602,55.0,50.0,6,20,32,44,8,10,2017
38661,60.0,55.0,6,22,32,45,8,10,2017
38689,60.0,60.0,6,23,22,45,8,10,2017
38698,70.0,60.0,0,0,2,46,9,10,2017
38727,70.0,70.0,0,1,2,46,9,10,2017
38776,80.0,70.0,0,2,12,47,9,10,2017
38804,90.0,80.0,0,3,12,47,9,10,2017
38830,90.0,90.0,0,4,22,48,9,10,2017
38836,80.0,90.0,0,4,42,48,9,10,2017
38910,-1.0,80.0,0,7,2,49,9,10,2017
38922,30.0,-1.0,0,7,32,49,9,10,2017
38936,15.0,30.0,0,8,12,49,9,10,2017
38956,30.0,15.0,0,9,12,50,9,10,2017
38976,45.0,30.0,0,10,22,51,9,10,2017
38996,45.0,45.0,0,11,32,51,9,10,2017
39018,60.0,45.0,0,12,22,52,9,10,2017
39086,45.0,60.0,0,15,2,53,9,10,2017
39156,40.0,45.0,0,17,12,54,9,10,2017
39165,45.0,40.0,0,17,42,54,9,10,2017
39219,45.0,45.0,0,19,12,55,9,10,2017
39373,50.0,45.0,1,0,42,58,10,10,2017
39378,30.0,50.0,1,0,52,58,10,10,2017
39434,30.0,30.0,1,2,32,59,10,10,2017
39436,35.0,30.0,1,2,42,58,10,10,2017
39460,35.0,35.0,1,3,22,59,10,10,2017
39489,25.0,35.0,1,4,43,0,10,10,2017
39507,10.0,25.0,1,5,3,0,10,10,2017
39546,5.0,10.0,1,6,43,0,10,10,2017
39553,-1.0,5.0,1,7,3,0,10,10,2017
39566,5.0,-1.0,1,7,33,1,10,10,2017
39609,5.0,5.0,1,10,23,2,10,10,2017
39612,30.0,5.0,1,10,33,2,10,10,2017
39654,40.0,30.0,1,12,33,3,10,10,2017
39656,45.0,40.0,1,12,43,4,10,10,2017
39694,45.0,45.0,1,14,3,4,10,10,2017
39729,45.0,45.0,1,15,3,5,10,10,2017
39760,55.0,45.0,1,16,3,5,10,10,2017
39806,15.0,55.0,1,17,13,6,10,10,2017
39825,70.0,15.0,1,18,3,6,10,10,2017
39873,80.0,70.0,1,19,13,7,10,10,2017
39902,80.0,80.0,1,20,13,7,10,10,2017
39915,90.0,80.0,1,20,53,8,10,10,2017
39963,50.0,90.0,1,22,13,8,10,10,2017
39972,40.0,50.0,1,22,53,8,10,10,2017
40020,10.0,40.0,2,0,13,11,11,10,2017
40058,10.0,10.0,2,1,43,10,11,10,2017
40084,20.0,10.0,2,2,13,10,11,10,2017
40094,-1.0,20.0,2,3,3,11,11,10,2017
40123,10.0,-1.0,2,4,3,11,11,10,2017
40186,30.0,10.0,2,6,3,13,11,10,2017
40209,-1.0,30.0,2,7,3,12,11,10,2017
40220,10.0,-1.0,2,7,33,14,11,10,2017
40238,5.0,10.0,2,8,23,13,11,10,2017
40255,10.0,5.0,2,9,13,14,11,10,2017
40264,30.0,10.0,2,10,3,14,11,10,2017
40294,20.0,30.0,2,11,33,15,11,10,2017
40322,45.0,20.0,2,12,33,15,11,10,2017
40404,45.0,45.0,2,15,23,17,11,10,2017
40406,50.0,45.0,2,15,33,17,11,10,2017
40430,50.0,50.0,2,16,23,17,11,10,2017
40493,50.0,50.0,2,18,23,18,11,10,2017
40497,50.0,50.0,2,18,33,19,11,10,2017
40566,45.0,50.0,2,21,3,19,11,10,2017
40607,50.0,45.0,2,22,13,20,11,10,2017
40656,20.0,50.0,3,0,3,21,12,10,2017
40702,20.0,20.0,3,1,13,22,12,10,2017
40722,20.0,20.0,3,2,3,22,12,10,2017
40753,20.0,20.0,3,3,3,23,12,10,2017
40787,20.0,20.0,3,4,23,23,12,10,2017
40849,10.0,20.0,3,6,23,24,12,10,2017
40858,-1.0,10.0,3,7,3,24,12,10,2017
40864,5.0,-1.0,3,7,13,25,12,10,2017
40887,5.0,5.0,3,8,23,25,12,10,2017
40892,10.0,5.0,3,9,3,26,12,10,2017
40908,30.0,10.0,3,10,3,26,12,10,2017
40938,35.0,30.0,3,11,13,27,12,10,2017
40964,50.0,35.0,3,12,43,28,12,10,2017
40967,45.0,50.0,3,12,53,28,12,10,2017
41000,45.0,45.0,3,14,3,28,12,10,2017
41025,45.0,45.0,3,15,3,29,12,10,2017
41061,40.0,45.0,3,16,3,29,12,10,2017
41085,40.0,40.0,3,17,3,30,12,10,2017
41126,35.0,40.0,3,18,13,30,12,10,2017
41139,30.0,35.0,3,18,53,31,12,10,2017
41189,25.0,30.0,3,20,13,31,12,10,2017
41203,30.0,25.0,3,20,43,31,12,10,2017
41258,15.0,30.0,3,22,23,33,12,10,2017
41322,30.0,15.0,4,0,53,34,13,10,2017
41364,25.0,30.0,4,2,13,35,13,10,2017
41384,20.0,25.0,4,3,3,35,13,10,2017
41402,15.0,20.0,4,3,53,35,13,10,2017
41425,15.0,15.0,4,4,43,36,13,10,2017
41495,-1.0,15.0,4,7,3,37,13,10,2017
41556,20.0,-1.0,4,10,23,39,13,10,2017
41624,25.0,20.0,4,13,13,40,13,10,2017
41670,45.0,25.0,4,14,43,41,13,10,2017
41724,50.0,45.0,4,16,33,42,13,10,2017
41754,50.0,50.0,4,17,43,42,13,10,2017
41776,50.0,50.0,4,18,33,43,13,10,2017
41789,45.0,50.0,4,19,3,43,13,10,2017
41835,50.0,45.0,4,20,53,44,13,10,2017
41854,50.0,50.0,4,21,13,44,13,10,2017
41909,50.0,50.0,4,23,23,45,13,10,2017
41943,15.0,50.0,5,0,23,46,14,10,2017
41956,20.0,15.0,5,1,3,46,14,10,2017
41993,10.0,20.0,5,2,13,46,14,10,2017
42012,10.0,10.0,5,3,3,47,14,10,2017
42060,10.0,10.0,5,4,53,48,14,10,2017
42125,10.0,10.0,5,7,3,49,14,10,2017
42166,10.0,10.0,5,9,33,50,14,10,2017
42202,15.0,10.0,5,11,23,51,14,10,2017
42228,20.0,15.0,5,12,43,52,14,10,2017
42272,20.0,20.0,5,14,3,52,14,10,2017
42300,25.0,20.0,5,15,3,53,14,10,2017
42333,30.0,25.0,5,16,3,53,14,10,2017
42359,30.0,30.0,5,17,3,54,14,10,2017
42393,35.0,30.0,5,18,3,55,14,10,2017
42440,35.0,35.0,5,19,23,55,14,10,2017
42459,35.0,35.0,5,20,3,56,14,10,2017
42481,35.0,35.0,5,20,53,56,14,10,2017
42562,40.0,35.0,5,23,13,57,14,10,2017
42597,60.0,40.0,6,0,23,58,15,10,2017
42632,35.0,60.0,6,1,33,59,15,10,2017
42692,35.0,35.0,6,3,54,0,15,10,2017
42719,35.0,35.0,6,4,44,0,15,10,2017
42723,35.0,35.0,6,4,54,0,15,10,2017
42777,35.0,35.0,6,6,14,1,15,10,2017
42792,35.0,35.0,6,7,4,1,15,10,2017
42833,20.0,35.0,6,9,24,2,15,10,2017
42850,15.0,20.0,6,10,14,2,15,10,2017
42874,10.0,15.0,6,11,34,3,15,10,2017
42906,15.0,10.0,6,12,54,4,15,10,2017
42945,15.0,15.0,6,14,4,4,15,10,2017
42966,20.0,15.0,6,15,4,5,15,10,2017
42995,30.0,20.0,6,16,4,5,15,10,2017
43028,40.0,30.0,6,17,4,6,15,10,2017
43076,40.0,40.0,6,18,34,6,15,10,2017
43106,40.0,40.0,6,19,14,7,15,10,2017
43143,60.0,40.0,6,20,54,8,15,10,2017
43203,65.0,60.0,6,22,44,8,15,10,2017
43257,60.0,65.0,0,0,24,13,16,10,2017
43301,60.0,60.0,0,2,4,10,16,10,2017
43324,60.0,60.0,0,2,54,10,16,10,2017
43347,60.0,60.0,0,3,14,11,16,10,2017
43350,60.0,60.0,0,3,24,10,16,10,2017
43382,60.0,60.0,0,4,54,11,16,10,2017
43442,-1.0,60.0,0,7,4,12,16,10,2017
43449,60.0,-1.0,0,7,14,12,16,10,2017
43483,45.0,60.0,0,9,44,14,16,10,2017
43496,45.0,45.0,0,10,24,14,16,10,2017
43518,60.0,45.0,0,11,24,14,16,10,2017
43547,60.0,60.0,0,12,44,15,16,10,2017
43604,50.0,60.0,0,14,44,16,16,10,2017
43685,50.0,50.0,0,17,14,18,16,10,2017
43720,50.0,50.0,0,18,34,18,16,10,2017
43747,50.0,50.0,0,19,24,18,16,10,2017
43780,50.0,50.0,0,20,44,19,16,10,2017
43790,50.0,50.0,0,21,4,19,16,10,2017
43875,25.0,50.0,0,23,54,21,16,10,2017
43897,20.0,25.0,1,0,34,21,17,10,2017
43958,25.0,20.0,1,2,44,22,17,10,2017
43972,25.0,25.0,1,3,4,22,17,10,2017
44010,20.0,25.0,1,4,14,23,17,10,2017
44014,20.0,20.0,1,4,24,23,17,10,2017
44067,10.0,20.0,1,6,14,24,17,10,2017
44074,-1.0,10.0,1,7,4,24,17,10,2017
44086,5.0,-1.0,1,7,34,24,17,10,2017
44090,15.0,5.0,1,8,4,25,17,10,2017
44112,20.0,15.0,1,9,24,25,17,10,2017
44125,30.0,20.0,1,10,14,26,17,10,2017
44148,40.0,30.0,1,11,24,26,17,10,2017
44167,40.0,40.0,1,12,14,27,17,10,2017
44185,50.0,40.0,1,13,4,27,17,10,2017
44290,55.0,50.0,1,16,44,29,17,10,2017
44292,60.0,55.0,1,16,54,29,17,10,2017
44357,40.0,60.0,1,19,4,30,17,10,2017
44407,40.0,40.0,1,20,34,31,17,10,2017
44465,40.0,40.0,1,22,24,32,17,10,2017
44500,25.0,40.0,1,23,44,32,17,10,2017
44561,25.0,25.0,2,1,24,34,18,10,2017
44563,25.0,25.0,2,1,34,33,18,10,2017
44621,20.0,25.0,2,3,24,34,18,10,2017
44670,20.0,20.0,2,5,4,36,18,10,2017
44706,15.0,20.0,2,6,54,36,18,10,2017
44712,-1.0,15.0,2,7,4,36,18,10,2017
44741,5.0,-1.0,2,8,44,37,18,10,2017
44750,20.0,5.0,2,9,4,37,18,10,2017
44759,20.0,20.0,2,9,54,38,18,10,2017
44824,30.0,20.0,2,12,34,39,18,10,2017
44830,35.0,30.0,2,12,54,39,18,10,2017
44912,45.0,35.0,2,15,44,41,18,10,2017
44964,45.0,45.0,2,17,34,41,18,10,2017
45051,50.0,45.0,2,20,14,43,18,10,2017
45056,45.0,50.0,2,20,24,43,18,10,2017
45073,45.0,45.0,2,21,4,43,18,10,2017
45099,40.0,45.0,2,22,4,44,18,10,2017
45152,-1.0,40.0,2,23,34,45,18,10,2017
45173,30.0,-1.0,3,0,14,46,19,10,2017
45214,30.0,30.0,3,1,34,46,19,10,2017
45226,20.0,30.0,3,2,4,46,19,10,2017
45250,20.0,20.0,3,2,54,46,19,10,2017
45299,10.0,20.0,3,4,24,47,19,10,2017
45349,10.0,10.0,3,6,4,48,19,10,2017
45364,-1.0,10.0,3,7,4,49,19,10,2017
45374,5.0,-1.0,3,7,34,49,19,10,2017
45387,5.0,5.0,3,8,34,49,19,10,2017
45394,5.0,5.0,3,9,4,49,19,10,2017
45417,15.0,5.0,3,10,24,50,19,10,2017
45438,30.0,15.0,3,11,44,51,19,10,2017
45462,45.0,30.0,3,12,24,51,19,10,2017
45489,45.0,45.0,3,13,24,52,19,10,2017
45550,50.0,45.0,3,15,34,52,19,10,2017
45562,50.0,50.0,3,16,4,53,19,10,2017
45611,50.0,50.0,3,17,24,53,19,10,2017
45638,45.0,50.0,3,18,14,54,19,10,2017
45666,30.0,45.0,3,19,4,54,19,10,2017
45683,30.0,30.0,3,19,34,54,19,10,2017
45759,20.0,30.0,3,22,14,56,19,10,2017
45778,20.0,20.0,3,23,4,56,19,10,2017
45825,20.0,20.0,4,0,24,57,20,10,2017
45884,20.0,20.0,4,2,44,58,20,10,2017
45926,20.0,20.0,4,4,4,58,20,10,2017
45941,40.0,20.0,4,4,44,58,20,10,2017
46001,-1.0,40.0,4,7,5,0,20,10,2017
46009,5.0,-1.0,4,7,15,0,20,10,2017
46059,5.0,5.0,4,10,55,2,20,10,2017
46082,25.0,5.0,4,11,55,2,20,10,2017
46090,45.0,25.0,4,12,5,3,20,10,2017
46112,50.0,45.0,4,12,55,3,20,10,2017
46162,50.0,50.0,4,14,25,4,20,10,2017
46192,50.0,50.0,4,15,25,4,20,10,2017
46224,-1.0,50.0,4,16,35,5,20,10,2017
46253,50.0,-1.0,4,17,25,5,20,10,2017
46326,45.0,50.0,4,20,5,6,20,10,2017
46346,45.0,45.0,4,21,5,7,20,10,2017
46389,30.0,45.0,4,22,25,7,20,10,2017
46414,20.0,30.0,4,23,15,8,20,10,2017
46504,20.0,20.0,5,2,15,10,21,10,2017
46554,20.0,20.0,5,4,5,11,21,10,2017
46568,20.0,20.0,5,4,35,11,21,10,2017
46637,-1.0,20.0,5,7,5,12,21,10,2017
46640,20.0,-1.0,5,7,15,12,21,10,2017
46660,10.0,20.0,5,8,35,13,21,10,2017
46678,20.0,10.0,5,9,55,13,21,10,2017
46706,20.0,20.0,5,11,35,14,21,10,2017
46737,20.0,20.0,5,12,55,15,21,10,2017
46782,20.0,20.0,5,14,15,16,21,10,2017
46815,25.0,20.0,5,15,15,17,21,10,2017
46823,40.0,25.0,5,16,5,16,21,10,2017
46856,45.0,40.0,5,17,5,17,21,10,2017
46880,35.0,45.0,5,18,5,18,21,10,2017
46911,35.0,35.0,5,19,5,18,21,10,2017
46941,40.0,35.0,5,20,5,19,21,10,2017
46966,40.0,40.0,5,20,55,19,21,10,2017
47016,45.0,40.0,5,22,25,19,21,10,2017
47051,50.0,45.0,5,23,35,20,21,10,2017
47066,-1.0,50.0,6,0,5,21,22,10,2017
47082,60.0,-1.0,6,0,25,21,22,10,2017
47166,80.0,60.0,6,3,15,22,22,10,2017
47169,90.0,80.0,6,3,25,22,22,10,2017
47198,80.0,90.0,6,4,25,23,22,10,2017
47202,60.0,80.0,6,4,45,23,22,10,2017
47255,60.0,60.0,6,6,15,23,22,10,2017
47271,-1.0,60.0,6,7,5,23,22,10,2017
47291,40.0,-1.0,6,8,25,24,22,10,2017
47293,15.0,40.0,6,8,35,24,22,10,2017
47306,5.0,15.0,6,9,25,24,22,10,2017
47355,10.0,5.0,6,12,15,26,22,10,2017
47357,10.0,10.0,6,12,25,26,22,10,2017
47406,15.0,10.0,6,14,5,27,22,10,2017
47434,10.0,15.0,6,15,5,27,22,10,2017
47466,15.0,10.0,6,16,5,28,22,10,2017
47502,30.0,15.0,6,17,5,29,22,10,2017
47529,35.0,30.0,6,18,5,29,22,10,2017
47555,40.0,35.0,6,19,5,29,22,10,2017
47586,45.0,40.0,6,20,5,30,22,10,2017
47624,45.0,45.0,6,21,5,30,22,10,2017
47665,50.0,45.0,6,22,45,31,22,10,2017
47697,60.0,50.0,6,23,25,31,22,10,2017
47734,60.0,60.0,0,1,5,32,23,10,2017
47762,70.0,60.0,0,1,55,34,23,10,2017
47800,50.0,70.0,0,3,5,33,23,10,2017
47819,55.0,50.0,0,3,55,33,23,10,2017
47842,15.0,55.0,0,4,35,34,23,10,2017
47902,50.0,15.0,0,6,25,35,23,10,2017
47913,30.0,50.0,0,7,5,35,23,10,2017
47938,30.0,30.0,0,8,15,35,23,10,2017
47952,30.0,30.0,0,9,15,36,23,10,2017
47996,50.0,30.0,0,11,25,37,23,10,2017
48023,55.0,50.0,0,12,25,37,23,10,2017
48073,50.0,55.0,0,14,45,39,23,10,2017
48106,50.0,50.0,0,15,55,39,23,10,2017
48118,50.0,50.0,0,16,15,40,23,10,2017
48152,50.0,50.0,0,17,15,40,23,10,2017
48186,50.0,50.0,0,18,25,40,23,10,2017
48241,50.0,50.0,0,20,15,41,23,10,2017
48262,50.0,50.0,0,21,5,42,23,10,2017
48361,30.0,50.0,1,0,35,44,24,10,2017
48365,20.0,30.0,1,0,45,44,24,10,2017
48454,20.0,20.0,1,3,35,45,24,10,2017
48484,20.0,20.0,1,4,45,46,24,10,2017
48539,5.0,20.0,1,6,25,47,24,10,2017
48551,-1.0,5.0,1,7,5,47,24,10,2017
48554,5.0,-1.0,1,7,15,47,24,10,2017
48561,15.0,5.0,1,10,5,49,24,10,2017
48565,30.0,15.0,1,10,15,49,24,10,2017
48592,35.0,30.0,1,11,55,50,24,10,2017
48613,50.0,35.0,1,12,55,50,24,10,2017
48640,50.0,50.0,1,13,55,51,24,10,2017
48708,60.0,50.0,1,16,5,52,24,10,2017
48737,60.0,60.0,1,17,5,52,24,10,2017
48764,40.0,60.0,1,18,5,53,24,10,2017
48793,40.0,40.0,1,19,5,53,24,10,2017
48823,35.0,40.0,1,20,5,54,24,10,2017
48843,20.0,35.0,1,20,45,54,24,10,2017
48912,15.0,20.0,1,23,5,55,24,10,2017
48933,15.0,15.0,2,0,5,56,25,10,2017
48971,20.0,15.0,2,1,15,59,25,10,2017
48986,20.0,20.0,2,1,55,57,25,10,2017
49033,20.0,20.0,2,3,15,58,25,10,2017
49060,20.0,20.0,2,4,45,58,25,10,2017
49111,10.0,20.0,2,6,15,59,25,10,2017
49122,-1.0,10.0,2,7,6,0,25,10,2017
49134,5.0,-1.0,2,7,26,0,25,10,2017
49149,10.0,5.0,2,8,56,1,25,10,2017
49162,10.0,10.0,2,9,26,1,25,10,2017
49179,15.0,10.0,2,10,26,1,25,10,2017
49217,45.0,15.0,2,12,16,3,25,10,2017
49223,45.0,45.0,2,12,46,2,25,10,2017
49250,45.0,45.0,2,13,26,3,25,10,2017
49298,50.0,45.0,2,15,6,4,25,10,2017
49314,50.0,50.0,2,15,56,4,25,10,2017
49362,50.0,50.0,2,17,26,5,25,10,2017
49394,45.0,50.0,2,18,26,5,25,10,2017
49409,40.0,45.0,2,19,6,6,25,10,2017
49433,40.0,40.0,2,19,56,6,25,10,2017
49512,20.0,40.0,2,22,56,8,25,10,2017
49533,20.0,20.0,2,23,46,9,25,10,2017
49590,20.0,20.0,3,1,46,10,26,10,2017
49622,30.0,20.0,3,2,56,10,26,10,2017
49652,40.0,30.0,3,3,56,11,26,10,2017
49673,10.0,40.0,3,4,56,11,26,10,2017
49728,15.0,10.0,3,6,16,12,26,10,2017
49737,-1.0,15.0,3,7,6,12,26,10,2017
49746,-1.0,-1.0,3,7,16,12,26,10,2017
49765,-1.0,-1.0,3,8,26,13,26,10,2017
49782,10.0,-1.0,3,9,46,13,26,10,2017
49795,15.0,10.0,3,10,16,14,26,10,2017
49821,30.0,15.0,3,11,26,15,26,10,2017
49854,60.0,30.0,3,12,56,15,26,10,2017
49969,50.0,60.0,3,16,36,17,26,10,2017
49976,50.0,50.0,3,16,46,17,26,10,2017
50000,45.0,50.0,3,17,36,18,26,10,2017
50028,30.0,45.0,3,18,36,18,26,10,2017
50052,35.0,30.0,3,19,16,19,26,10,2017
50094,25.0,35.0,3,21,6,19,26,10,2017
50309,32.0,25.0,4,4,56,23,27,10,2017
50352,10.0,32.0,4,6,6,24,27,10,2017
50373,-1.0,10.0,4,7,6,24,27,10,2017
50378,5.0,-1.0,4,7,36,24,27,10,2017
50392,5.0,5.0,4,8,6,25,27,10,2017
50414,10.0,5.0,4,9,36,25,27,10,2017
50432,20.0,10.0,4,10,46,26,27,10,2017
50455,30.0,20.0,4,11,36,26,27,10,2017
50479,45.0,30.0,4,12,26,27,27,10,2017
50482,45.0,45.0,4,12,46,27,27,10,2017
50567,50.0,45.0,4,15,36,28,27,10,2017
50618,45.0,50.0,4,17,16,29,27,10,2017
50622,40.0,45.0,4,17,26,29,27,10,2017
50697,40.0,40.0,4,20,6,30,27,10,2017
50724,20.0,40.0,4,20,56,31,27,10,2017
50781,15.0,20.0,4,22,26,32,27,10,2017
50787,10.0,15.0,4,22,56,32,27,10,2017
50870,10.0,10.0,5,1,16,33,28,10,2017
50902,10.0,10.0,5,2,16,33,28,10,2017
50932,10.0,10.0,5,3,26,34,28,10,2017
50947,5.0,10.0,5,4,6,34,28,10,2017
50960,10.0,5.0,5,4,26,35,28,10,2017
51023,15.0,10.0,5,6,56,35,28,10,2017
51034,-1.0,15.0,5,7,6,36,28,10,2017
51081,10.0,-1.0,5,9,46,37,28,10,2017
51083,10.0,10.0,5,9,56,37,28,10,2017
51152,20.0,10.0,5,12,56,38,28,10,2017
51184,25.0,20.0,5,13,56,39,28,10,2017
51215,30.0,25.0,5,14,56,39,28,10,2017
51244,30.0,30.0,5,15,56,39,28,10,2017
51274,45.0,30.0,5,16,56,40,28,10,2017
51303,50.0,45.0,5,17,56,40,28,10,2017
51333,55.0,50.0,5,18,46,41,28,10,2017
51362,55.0,55.0,5,19,46,42,28,10,2017
51392,65.0,55.0,5,20,46,42,28,10,2017
51444,55.0,65.0,5,22,16,43,28,10,2017
51482,55.0,55.0,5,23,36,43,28,10,2017
51489,55.0,55.0,5,23,56,44,28,10,2017
51546,50.0,55.0,6,1,56,44,29,10,2017
51608,45.0,50.0,6,3,46,45,29,10,2017
51631,40.0,45.0,6,4,36,46,29,10,2017
